1729282380.611864,2.191633,-1.309864,-2.520682,0.573777,-0.373064,0.682860,-0.008817,0.003594,-0.002074,0.000019,0.000000,-0.000000,1503.524826,1704.172099,1640.748281,1433.460419,-0.000082,0.000034,-0.050019,0.573777,-0.373064,0.000000,-0.008817,0.003594,-0.002074,0.000019,0.000000,-0.000000,0.000000,0.682860,11.390112
1729282380.621723,2.191706,-1.309887,-2.520488,0.573777,-0.373064,0.682860,0.007383,-0.002349,0.019661,0.000019,0.000000,0.000019,1503.559027,1704.225311,1640.794446,1433.490240,-0.000009,0.000010,-0.049826,0.573777,-0.373064,0.000000,0.007383,-0.002349,0.019661,0.000019,0.000000,0.000019,0.000000,0.682860,11.389123
1729282380.634712,2.191687,-1.309885,-2.520651,0.573777,-0.373064,0.682860,-0.001423,0.000173,-0.012563,0.000000,0.000039,0.000058,1503.643862,1704.221455,1640.751739,1433.542665,-0.000028,0.000013,-0.049989,0.573777,-0.373064,0.000000,-0.001423,0.000173,-0.012563,0.000000,0.000039,0.000058,0.000000,0.682860,11.388629
1729282380.643048,2.191645,-1.309847,-2.520632,0.573777,-0.373064,0.682860,-0.005025,0.004527,0.002282,-0.000019,-0.000039,0.000019,1503.472535,1704.135876,1640.835591,1433.548167,-0.000070,0.000050,-0.049970,0.573777,-0.373064,0.000000,-0.005025,0.004527,0.002282,-0.000019,-0.000039,0.000019,0.000000,0.682860,11.389618
1729282380.652002,2.191702,-1.309870,-2.520651,0.573777,-0.373064,0.682860,0.006349,-0.002564,-0.002112,-0.000019,-0.000039,-0.000019,1503.509225,1704.186802,1640.884102,1433.575380,-0.000013,0.000027,-0.049989,0.573777,-0.373064,0.000000,0.006349,-0.002564,-0.002112,-0.000019,-0.000039,-0.000019,0.000000,0.682860,11.388629
1729282380.661952,2.191644,-1.309878,-2.520656,0.573777,-0.373064,0.682860,-0.005811,-0.000824,-0.000541,-0.000019,0.000039,-0.000000,1503.611314,1704.135114,1640.707132,1433.547295,-0.000071,0.000019,-0.049994,0.573777,-0.373064,0.000000,-0.005811,-0.000824,-0.000541,-0.000019,0.000039,-0.000000,0.000000,0.682860,11.389618
1729282380.672029,2.191680,-1.309891,-2.520512,0.573777,-0.373064,0.682860,0.003551,-0.001303,0.014333,-0.000019,-0.000019,-0.000000,1503.490341,1704.108893,1640.780588,1433.532818,-0.000035,0.000006,-0.049850,0.573777,-0.373064,0.000000,0.003551,-0.001303,0.014333,-0.000019,-0.000019,-0.000000,0.000000,0.682860,11.390112
1729282380.684841,2.191707,-1.309882,-2.520648,0.573777,-0.373064,0.682860,0.002104,0.000729,-0.010630,-0.000019,-0.000058,-0.000000,1503.456389,1704.161338,1640.892155,1433.561773,-0.000008,0.000015,-0.049986,0.573777,-0.373064,0.000000,0.002104,0.000729,-0.010630,-0.000019,-0.000058,-0.000000,0.000000,0.682860,11.389123
1729282380.693093,2.191639,-1.309874,-2.520754,0.573777,-0.373064,0.682860,-0.008272,0.000953,-0.012847,0.000000,0.000000,0.000019,1503.541510,1704.167480,1640.770973,1433.511966,-0.000076,0.000023,-0.050092,0.573777,-0.373064,0.000000,-0.008272,0.000953,-0.012847,0.000000,0.000000,0.000019,0.000000,0.682860,11.389618
1729282380.701663,2.191665,-1.309871,-2.520635,0.573777,-0.373064,0.682860,0.003054,0.000387,0.013932,0.000019,-0.000097,0.000019,1503.351559,1704.172861,1640.909037,1433.461291,-0.000050,0.000027,-0.049972,0.573777,-0.373064,0.000000,0.003054,0.000387,0.013932,0.000019,-0.000097,0.000019,0.000000,0.682860,11.390112
1729282380.711668,2.191687,-1.309888,-2.520676,0.573777,-0.373064,0.682860,0.002145,-0.001729,-0.004155,0.000019,-0.000097,-0.000058,1503.617654,1704.563411,1641.264536,1433.675039,-0.000029,0.000009,-0.050014,0.573777,-0.373064,0.000000,0.002145,-0.001729,-0.004155,0.000019,-0.000097,-0.000058,0.000000,0.682860,11.382697
1729282380.721445,2.191680,-1.309830,-2.520658,0.573777,-0.373064,0.682860,-0.000676,0.005937,0.001894,-0.000039,0.000000,-0.000019,1504.438452,1705.442979,1641.972260,1434.322692,-0.000035,0.000067,-0.049995,0.573777,-0.373064,0.000000,-0.000676,0.005937,0.001894,-0.000039,0.000000,-0.000019,0.000000,0.682860,11.364405
1729282380.734307,2.191695,-1.309828,-2.520471,0.573777,-0.373064,0.682860,0.001175,0.000192,0.014527,-0.000019,-0.000019,-0.000000,1504.931503,1706.266613,1642.712116,1434.724110,-0.000020,0.000070,-0.049809,0.573777,-0.373064,0.000000,0.001175,0.000192,0.014527,-0.000019,-0.000019,-0.000000,0.000000,0.682860,11.349574
1729282380.741677,2.191528,-1.309833,-2.520596,0.573777,-0.373064,0.682860,-0.022677,-0.000768,-0.016971,0.000000,-0.000058,-0.000019,1505.021893,1706.535339,1642.990605,1434.818162,-0.000187,0.000064,-0.049934,0.573777,-0.373064,0.000000,-0.022677,-0.000768,-0.016971,0.000000,-0.000058,-0.000019,0.000000,0.682860,11.345125
1729282380.751689,2.191584,-1.309825,-2.520648,0.573777,-0.373064,0.682860,0.005635,0.000811,-0.005177,0.000097,-0.000019,0.000019,1505.336747,1707.065846,1643.255584,1434.842455,-0.000131,0.000072,-0.049985,0.573777,-0.373064,0.000000,0.005635,0.000811,-0.005177,0.000097,-0.000019,0.000019,0.000000,0.682860,11.338204
1729282380.761934,2.191676,-1.309843,-2.520696,0.573777,-0.373064,0.682860,0.008906,-0.001720,-0.004672,-0.000097,0.000078,-0.000058,1505.867226,1707.274869,1643.570439,1435.495165,-0.000040,0.000055,-0.050033,0.573777,-0.373064,0.000000,0.008906,-0.001720,-0.004672,-0.000097,0.000078,-0.000058,0.000000,0.682860,11.328317
1729282380.774759,2.191911,-1.309925,-2.520754,0.573777,-0.373064,0.682860,0.018350,-0.006417,-0.004519,0.000019,0.000078,0.000349,1506.009147,1707.720289,1643.767571,1435.426952,0.000196,-0.000028,-0.050091,0.573777,-0.373064,0.000000,0.018350,-0.006417,-0.004519,0.000019,0.000078,0.000349,0.000000,0.682860,11.323867
1729282380.784421,2.191909,-1.309958,-2.520678,0.573777,-0.373064,0.682860,-0.000161,-0.003439,0.007849,0.000000,-0.000039,0.000524,1506.307907,1708.465738,1644.645054,1435.896518,0.000194,-0.000061,-0.050015,0.573777,-0.373064,0.000000,-0.000161,-0.003439,0.007849,0.000000,-0.000039,0.000524,0.000000,0.682860,11.309531
